   3.3427490234375000e+01   1.3576269531250000e+02
   3.3454990386962891e+01   1.3577220153808594e+02
   3.3570270538330078e+01   1.3541220092773438e+02
   3.3654148101806641e+01   1.3533659362792969e+02
   3.3694438934326172e+01   1.3539830017089844e+02
   3.3751380920410156e+01   1.3532020568847656e+02
   3.3801101684570313e+01   1.3520440673828125e+02
   3.3874710083007813e+01   1.3514300537109375e+02
   3.3873321533203125e+01   1.3506610107421875e+02
   3.3978038787841797e+01   1.3509269714355469e+02
   3.4023040771484375e+01   1.3515989685058594e+02
   3.4116939544677734e+01   1.3512989807128906e+02
   3.4139148712158203e+01   1.3519720458984375e+02
   3.4258041381835938e+01   1.3506410217285156e+02
   3.4292758941650391e+01   1.3507470703125000e+02
   3.4439990997314453e+01   1.3535220336914063e+02
   3.4545269012451172e+01   1.3545109558105469e+02
   3.4631649017333984e+01   1.3545440673828125e+02
   3.4712768554687500e+01   1.3534660339355469e+02
   3.4670551300048828e+01   1.3519470214843750e+02
   3.4624710083007813e+01   1.3509910583496094e+02
   3.4632770538330078e+01   1.3497270202636719e+02
   3.4756649017333984e+01   1.3476249694824219e+02
   3.4762489318847656e+01   1.3458610534667969e+02
   3.4759159088134766e+01   1.3445610046386719e+02
   3.4721660614013672e+01   1.3441909790039063e+02
   3.4689159393310547e+01   1.3424940490722656e+02
   3.4584709167480469e+01   1.3412719726562500e+02
   3.4585819244384766e+01   1.3394110107421875e+02
   3.4562480926513672e+01   1.3392630004882813e+02
   3.4581890106201172e+01   1.3402259826660156e+02
   3.4576930999755859e+01   1.3404640197753906e+02
   3.4454429626464844e+01   1.3394299316406250e+02
   3.4431381225585938e+01   1.3379879760742188e+02
   3.4520820617675781e+01   1.3372219848632813e+02
   3.4466930389404297e+01   1.3341799926757813e+02
   3.4356380462646484e+01   1.3335440063476563e+02
   3.4317211151123047e+01   1.3327270507812500e+02
   3.4362491607666016e+01   1.3331689453125000e+02
   3.4422210693359375e+01   1.3326469421386719e+02
   3.4344989776611328e+01   1.3318110656738281e+02
   3.4306098937988281e+01   1.3320719909667969e+02
   3.4250541687011719e+01   1.3308940124511719e+02
   3.4298038482666016e+01   1.3306469726562500e+02
   3.4345539093017578e+01   1.3310490417480469e+02
   3.4309989929199219e+01   1.3312080383300781e+02
   3.4355548858642578e+01   1.3316999816894531e+02
   3.4378601074218750e+01   1.3314630126953125e+02
   3.4382488250732422e+01   1.3308439636230469e+02
   3.4339710235595703e+01   1.3307470703125000e+02
   3.4286380767822266e+01   1.3285299682617188e+02
   3.4308601379394531e+01   1.3282299804687500e+02
   3.4201381683349609e+01   1.3266239929199219e+02
   3.4190540313720703e+01   1.3255079650878906e+02
   3.4339988708496094e+01   1.3252909851074219e+02
   3.4364990234375000e+01   1.3240499877929688e+02
   3.4314990997314453e+01   1.3230270385742188e+02
   3.4238040924072266e+01   1.3222410583496094e+02
   3.4155269622802734e+01   1.3224079895019531e+02
   3.4060821533203125e+01   1.3220109558105469e+02
   3.3995540618896484e+01   1.3221409606933594e+02
   3.3947208404541016e+01   1.3215939331054688e+02
   3.3941928863525391e+01   1.3212879943847656e+02
   3.3842491149902344e+01   1.3215829467773438e+02
   3.3791931152343750e+01   1.3205329895019531e+02
   3.3828319549560547e+01   1.3210659790039063e+02
   3.3866649627685547e+01   1.3210360717773438e+02
   3.3999710083007813e+01   1.3184860229492188e+02
   3.3960540771484375e+01   1.3178860473632813e+02
   3.3993320465087891e+01   1.3179409790039063e+02
   3.4015819549560547e+01   1.3182609558105469e+02
