121.48844	53.332649
121.49954	53.336006
121.51841	53.339191
121.53907	53.341721
121.57375	53.348175
121.58404	53.349644
121.59367	53.353237
121.60381	53.357811
121.61327	53.363365
121.62292	53.366798
121.635	53.371044
121.64644	53.373333
121.66065	53.377907
121.66735	53.382805
121.67487	53.385582
121.68401	53.389175
121.69724	53.389996
121.70394	53.390156
121.71096	53.388359
121.71848	53.386398
121.72583	53.385582
121.73253	53.385746
121.73727	53.386726
121.74249	53.387871
121.7536	53.3913
121.7652	53.394894
121.77647	53.397671
121.7848	53.399796
121.79182	53.402573
121.80359	53.407475
121.80996	53.410088
121.81829	53.413353
121.82303	53.414333
121.82874	53.414333
121.83773	53.415314
121.84541	53.416294
121.85259	53.420052
121.85978	53.422993
121.86632	53.424953
121.87318	53.425442
121.8784	53.424789
121.88968	53.422829
121.89866	53.421032
121.90503	53.420216
121.90977	53.420868
121.91386	53.421848
121.91924	53.422993
121.92382	53.423809
121.9297	53.424625
121.9426	53.426258
121.95355	53.428055
121.96482	53.428711
121.97299	53.429363
121.98164	53.429199
121.99308	53.428711
122.00533	53.428055
122.01791	53.426422
122.02951	53.424953
122.03963	53.422993
122.05009	53.420868
122.06202	53.419071
122.07313	53.418583
122.08946	53.42038
122.10302	53.423481
122.11527	53.429527
122.12458	53.438839
122.13504	53.448475
122.14239	53.456806
122.14729	53.462036
122.15203	53.46579
122.15791	53.468407
122.16183	53.469875
122.16656	53.470367
122.17588	53.470692
122.18453	53.469387
122.21181	53.462688
122.22129	53.460075
122.22619	53.459583
122.22995	53.460075
122.23828	53.460728
122.24596	53.462688
122.26475	53.470528
122.29145	53.479515
122.30191	53.487682
122.30877	53.493561
122.31824	53.49781
122.32968	53.500095
122.33948	53.500751
122.34765	53.499115
122.35124	53.495522
122.35451	53.491276
122.35712	53.486374
122.36105	53.483109
122.3666	53.476246
122.37019	53.47298
122.38849	53.461544
122.40548	53.451416
122.41659	53.44619
122.43129	53.442921
122.44599	53.442921
122.45644	53.44521
122.47082	53.453049
122.48258	53.454685
122.49369	53.454685
122.50676	53.452396
122.52048	53.451088
122.53649	53.451088
122.54596	53.453377
122.55805	53.45599
122.57308	53.457623
122.58647	53.461216
122.6002	53.462524
122.62372	53.461544
122.6394	53.460892
122.65018	53.460239
122.65836	53.459259
122.67273	53.457951
122.69495	53.458279
122.7188	53.458279
122.7384	53.460239
122.75343	53.460892
122.76878	53.459583
122.78152	53.458279
122.79852	53.45599
122.81158	53.455009
122.83412	53.455662
122.85144	53.455338
122.8668	53.457951
122.88607	53.460892
122.89522	53.463177
122.90502	53.464485
122.91221	53.467751
122.92168	53.473961
122.93704	53.481476
122.95338	53.48605
122.972	53.488007
122.98148	53.489967
122.99911	53.493561
123.01643	53.49683
123.02917	53.498463
123.03832	53.499115
123.04322	53.499443
123.0491	53.501732
123.05727	53.504669
123.06642	53.505325
123.07524	53.504997
123.10072	53.503036
123.11869	53.499443
123.13339	53.49585
123.14058	53.496502
123.16476	53.504017
123.17848	53.512184
123.19024	53.522312
123.20789	53.537342
123.22422	53.547142
123.24121	53.553352
123.2582	53.556618
123.27225	53.557926
123.28629	53.556618
123.30099	53.554657
123.31145	53.553677
123.32125	53.551392
123.32877	53.549431
123.33759	53.546818
123.34805	53.542568
123.36111	53.539955
123.38007	53.535381
123.39869	53.534077
123.41404	53.534401
123.42841	53.534077
123.43887	53.533096
123.44704	53.529827
